1684878210866,-2.3432574,-2.3432574,-2.3432574,9.804077
1684878211055,-2.2848077,-2.2848077,-2.2848077,9.500553
1684878211256,-1.1867204,-1.1867204,-1.1867204,9.255509
1684878211456,-0.3118916,-0.3118916,-0.3118916,8.740172
1684878211660,1.9369837,1.9369837,1.9369837,13.380483
1684878211861,1.0516149,1.0516149,1.0516149,11.65802
1684878212068,7.4906616,7.4906616,7.4906616,9.420369
1684878212261,12.704181,12.704181,12.704181,11.098347
1684878212466,8.705648,8.705648,8.705648,8.075816
1684878212664,8.390404,8.390404,8.390404,12.356592
1684878212860,12.940854,12.940854,12.940854,8.567083
1684878213066,6.794535,6.794535,6.794535,9.893857
1684878213269,9.708875,9.708875,9.708875,10.562709
1684878213577,7.447543,7.447543,7.447543,9.864407
1684878213766,7.3795114,7.3795114,7.3795114,9.811254
1684878213879,7.180686,7.180686,7.180686,9.867359
1684878214066,4.6788483,4.6788483,4.6788483,9.8182
1684878214261,4.290781,4.290781,4.290781,10.003993
1684878214563,7.1639185,7.1639185,7.1639185,9.689991
1684878214762,7.786743,7.786743,7.786743,9.92427
1684878214875,7.251113,7.251113,7.251113,9.865327
1684878215079,5.894315,5.894315,5.894315,9.877407
1684878215279,10.863016,10.863016,10.863016,9.856505
1684878215578,3.2559342,3.2559342,3.2559342,9.866532
1684878215772,2.3466105,2.3466105,2.3466105,10.23251
1684878215888,0.73397434,0.73397434,0.73397434,9.623372
1684878216062,2.1880298,2.1880298,2.1880298,9.434214
1684878216275,1.7946923,1.7946923,1.7946923,9.217979
1684878216577,2.317865,2.317865,2.317865,10.939305
1684878216780,2.0270536,2.0270536,2.0270536,9.5199795
1684878216885,6.314481,6.314481,6.314481,9.710165
1684878217079,6.7365646,6.7365646,6.7365646,10.07219
1684878217269,5.122012,5.122012,5.122012,9.759512
1684878217566,9.55221,9.55221,9.55221,10.023838
1684878217767,7.527552,7.527552,7.527552,10.427573
1684878217878,7.973111,7.973111,7.973111,9.939881
1684878218064,7.3632216,7.3632216,7.3632216,10.4393015
1684878218268,4.025362,4.025362,4.025362,8.101351
1684878218579,2.7131186,2.7131186,2.7131186,10.166621
1684878218765,0.73397434,0.73397434,0.73397434,10.543148
1684878218878,-0.07665555,-0.07665555,-0.07665555,9.895611
1684878219071,1.1263537,1.1263537,1.1263537,9.917443
1684878219265,1.6327579,1.6327579,1.6327579,9.903901
1684878219566,5.333293,5.333293,5.333293,9.838999
1684878219780,8.430168,8.430168,8.430168,9.896273
1684878219884,9.488012,9.488012,9.488012,9.86053
1684878220068,8.02054,8.02054,8.02054,9.824373
1684878220276,-0.5150282,-0.5150282,-0.5150282,9.862683
1684878220565,4.108245,4.108245,4.108245,9.848098
1684878220780,5.3059845,5.3059845,5.3059845,9.861038
1684878220878,3.641127,3.641127,3.641127,9.8552685
1684878221075,2.3078036,2.3078036,2.3078036,9.849905
1684878221272,1.9446493,1.9446493,1.9446493,9.856368
1684878221568,-0.012456739,-0.012456739,-0.012456739,9.856182
1684878221766,-0.50640446,-0.50640446,-0.50640446,9.838963
1684878221880,-0.3051842,-0.3051842,-0.3051842,9.84346
1684878222081,-0.05078439,-0.05078439,-0.05078439,9.847937
1684878222266,-0.019164074,-0.019164074,-0.019164074,9.858831
1684878222565,-0.038806997,-0.038806997,-0.038806997,9.874798
1684878222769,-0.041202478,-0.041202478,-0.041202478,9.851256
1684878222893,-0.042639762,-0.042639762,-0.042639762,9.863975
1684878223080,-0.043597955,-0.043597955,-0.043597955,9.847917
1684878223278,-0.04407705,-0.04407705,-0.04407705,9.861172
1684878223578,-0.04359796,-0.04359796,-0.04359796,9.831683
1684878223771,-0.04359795,-0.04359795,-0.04359795,9.742418
1684878223875,-0.045035243,-0.045035243,-0.045035243,9.977725
1684878224066,-0.042639762,-0.042639762,-0.042639762,9.809872
1684878224282,-0.042639762,-0.042639762,-0.042639762,9.763908
1684878224580,-0.04263977,-0.04263977,-0.04263977,9.979913
1684878224774,-0.042639766,-0.042639766,-0.042639766,10.437425
1684878224879,-0.043597948,-0.043597948,-0.043597948,9.908649
1684878225080,-0.042160667,-0.042160667,-0.042160667,9.936524
1684878225278,-0.043118857,-0.043118857,-0.043118857,9.202723
1684878225570,-0.04359795,-0.04359795,-0.04359795,9.839235
1684878225775,-0.043597955,-0.043597955,-0.043597955,10.004195
1684878225892,-0.04216067,-0.04216067,-0.04216067,9.956268
1684878226075,-0.044077046,-0.044077046,-0.044077046,9.903437
1684878226278,-0.042160667,-0.042160667,-0.042160667,9.87685
1684878226579,-0.04216067,-0.04216067,-0.04216067,9.844105
1684878226775,-0.038806997,-0.038806997,-0.038806997,9.867395
1684878226877,-0.038327906,-0.038327906,-0.038327906,9.822276
1684878227072,-0.037848808,-0.037848808,-0.037848808,9.8771715
1684878227270,-0.038806997,-0.038806997,-0.038806997,9.836985
1684878227571,-0.036890615,-0.036890615,-0.036890615,9.853723
1684878227780,-0.037848808,-0.037848808,-0.037848808,9.845457
1684878227892,-0.0383279,-0.0383279,-0.0383279,9.864816
1684878228080,-0.038327903,-0.038327903,-0.038327903,9.846626
1684878228275,-0.035932425,-0.035932425,-0.035932425,9.850073
1684878228582,-0.037848808,-0.037848808,-0.037848808,9.854037
1684878228773,-0.03641152,-0.03641152,-0.03641152,9.850621
1684878228886,-0.04024429,-0.04024429,-0.04024429,9.836855
1684878229082,-0.037848808,-0.037848808,-0.037848808,9.864286
1684878229274,-0.03593243,-0.03593243,-0.03593243,9.820049
1684878229568,-0.037848808,-0.037848808,-0.037848808,9.769567
1684878229773,-0.03736971,-0.03736971,-0.03736971,9.97768
1684878229877,-0.03641152,-0.03641152,-0.03641152,9.788696
1684878230081,-0.035453327,-0.035453327,-0.035453327,9.785408
1684878230275,-0.03689062,-0.03689062,-0.03689062,9.730086
1684878230583,-0.038327903,-0.038327903,-0.038327903,10.503323
1684878230780,-0.03736971,-0.03736971,-0.03736971,10.06247
1684878230881,-0.037369713,-0.037369713,-0.037369713,9.910195
1684878231078,-0.035932425,-0.035932425,-0.035932425,9.574373
1684878231282,-0.038327903,-0.038327903,-0.038327903,10.223882
1684878231586,-0.034974236,-0.034974236,-0.034974236,9.487703
1684878231775,-0.036411516,-0.036411516,-0.036411516,8.225747
1684878231888,-0.03736971,-0.03736971,-0.03736971,10.833116
1684878232075,-0.035932425,-0.035932425,-0.035932425,10.425557
1684878232281,-0.035453327,-0.035453327,-0.035453327,9.736789
1684878232577,-0.03545333,-0.03545333,-0.03545333,9.745936
1684878232770,-0.036411524,-0.036411524,-0.036411524,9.925191
1684878232874,-0.03736971,-0.03736971,-0.03736971,10.982655
1684878233079,-0.034495138,-0.034495138,-0.034495138,9.977413
1684878233285,-0.03497423,-0.03497423,-0.03497423,10.275185
1684878233575,-0.03593242,-0.03593242,-0.03593242,8.659798
1684878233785,-0.034016043,-0.034016043,-0.034016043,9.677925
1684878233887,-0.03593243,-0.03593243,-0.03593243,10.49395
1684878234074,-0.036890615,-0.036890615,-0.036890615,10.117919
1684878234285,-0.03736971,-0.03736971,-0.03736971,9.878924
1684878234578,-0.03689062,-0.03689062,-0.03689062,9.833752
1684878234780,-0.03545333,-0.03545333,-0.03545333,9.867266
1684878234888,-0.03736971,-0.03736971,-0.03736971,9.909468
1684878235073,-0.036411516,-0.036411516,-0.036411516,9.846124
1684878235277,-0.036411524,-0.036411524,-0.036411524,9.823024
1684878235571,-0.036411524,-0.036411524,-0.036411524,9.883702
1684878235771,-0.03545333,-0.03545333,-0.03545333,9.912045
1684878235877,-0.037848808,-0.037848808,-0.037848808,9.912764
1684878236086,-0.036890615,-0.036890615,-0.036890615,9.771853
1684878236278,-0.03689062,-0.03689062,-0.03689062,9.849171
1684878236588,-0.036411516,-0.036411516,-0.036411516,9.89532
1684878236778,-0.03689062,-0.03689062,-0.03689062,9.860885
1684878236885,-0.03593243,-0.03593243,-0.03593243,9.856729
1684878237085,-0.034974232,-0.034974232,-0.034974232,9.861907
1684878237278,-0.035453327,-0.035453327,-0.035453327,9.905593
1684878237586,-0.037369717,-0.037369717,-0.037369717,9.98188
1684878237776,-0.03736971,-0.03736971,-0.03736971,9.645101
1684878237883,-0.035453327,-0.035453327,-0.035453327,9.938753
1684878238086,-0.037369717,-0.037369717,-0.037369717,9.852038
1684878238286,-0.03689062,-0.03689062,-0.03689062,9.813995
1684878238586,-0.035932425,-0.035932425,-0.035932425,9.704859
1684878238771,-0.03641152,-0.03641152,-0.03641152,9.914064
1684878238876,-0.034974236,-0.034974236,-0.034974236,9.828307
1684878239074,-0.03545333,-0.03545333,-0.03545333,9.765974
1684878239285,-0.03689062,-0.03689062,-0.03689062,10.619521
1684878239586,-0.034974236,-0.034974236,-0.034974236,9.930101
1684878239781,-0.034016043,-0.034016043,-0.034016043,10.414588
1684878239890,-0.034495138,-0.034495138,-0.034495138,8.46241
1684878240071,-0.03593243,-0.03593243,-0.03593243,9.767071
1684878240287,-0.03736971,-0.03736971,-0.03736971,10.660757
1684878240586,-0.03689062,-0.03689062,-0.03689062,9.802956
1684878240785,-0.034974232,-0.034974232,-0.034974232,9.786719
